+--------------+------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                          context                           |        synset       | Polarity + | Polarity - | Polarity = |
|   aparecer   |            ... teléfonos que aparecen en la ...            |      show.v.04      |   0.125    |    0.0     |   0.875    |
|   paginar    |              ... en la pagina de internet ...              |     foliate.v.04    |    0.0     |    0.0     |    1.0     |
|  contestar   |         ... porque nunca contestan para hacer ...          |      react.v.01     |    0.0     |    0.0     |    1.0     |
|    hacer     |             ... contestan para hacer reservas              |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |             ... en general es poco variado ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    variar    |              ... es poco variado lo mismo ...              |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |                       estado muy ...                       |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    estado    |                   estado muy atentos ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |                   fruta estaba muy fría                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |                      un excelente ...                      |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    seguir    |          ... excelente trabajo sigan por esa ...           |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|   levantar   |                        y lavar ...                         |     put_up.v.02     |    0.0     |    0.0     |    1.0     |
|    lavar     |                y lavar las servilletas ...                 |      clean.v.01     |    0.0     |   0.125    |   0.875    |
|    tocar     |                ... mi me toco una sucia ...                |      refer.v.02     |    0.0     |    0.0     |    1.0     |
|    asumir    |              ... una sucia asumo esto con ...              |     assume.v.01     |    0.0     |   0.375    |   0.625    |
|   cumplir    |                      ... no se cumple                      |  carry_through.v.01 |    0.0     |    0.0     |    1.0     |
|     era      |              ... de naranja era más agua ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |             ... cuando nuestro es país en ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poder     |            ... mal estado podrían tener en ...             |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|    tener     |           ... estado podrían tener en mejor ...            |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   informar   |                ... y se informa a jefe ...                 |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |                 ... y no hay menú para ...                 |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   parecer    |                     parece de mal ...                      |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |            ... personas se tengan que bañar ...            |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    bañar     |               ... tengan que bañar en es ...               |      bathe.v.03     |    0.0     |    0.0     |    1.0     |
|     ser      |               ... bañar en es ducha que ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |              ... ducha que hay afuera sin ...              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |                ... techo y es el colmo ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    cobrar    |              ... 7 onzas cobren $4.500 pesos               |      gain.v.08      |    0.0     |    0.0     |    1.0     |
|   publicar   |               atención al publico es muy ...               |     publish.v.02    |    0.0     |    0.0     |    1.0     |
|     ser      |              ... al publico es muy amable ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |           ... amable se sugiere más variedad ...           |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    haber     |               ... pan no hay jabonera en ...               |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     ser      |                 lugar es hermoso tiene ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |             ... es hermoso tiene muy buena ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   reflejar   |                 ... y se refleja en es ...                 |     reflect.v.04    |   0.375    |    0.0     |   0.625    |
|     ser      |           ... refleja en es empleados muchas ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   empleado   |           ... en es empleados muchas gracias ...           |       use.v.01      |    0.0     |    0.0     |    1.0     |
|  recomendar  |                       al momento ...                       |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|    firmar    |            ... momento de firmar el pedido ...             |      sign.v.05      |    0.0     |    0.0     |    1.0     |
|    pedido    |              ... firmar el pedido que se ...               |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    cargar    |                ... que se cargara a la ...                 |    transport.v.02   |    0.0     |    0.0     |    1.0     |
|    deber     |          ... habitación este deberá ser bien ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |           ... este deberá ser bien detallado ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   detallar   |             ... ser bien detallado con sus ...             |     detail.v.01     |    0.0     |    0.0     |    1.0     |
|   generar    |            ... para no generar ningún tipo ...             |     create.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |     ... nuestro parecer son chorizos industriales ...      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   esperar    |           ... como lo esperábamos no pudimos ...           |       ask.v.04      |   0.125    |    0.0     |   0.875    |
